,Credit_Score
15283,Standard
15284,Poor
15285,Poor
15286,Poor
15287,Poor
15288,Standard
15289,Standard
15290,Standard
15291,Standard
15292,Standard
15293,Standard
15294,Standard
15295,Standard
15296,Poor
15297,Poor
15298,Poor
15299,Poor
15300,Poor
15301,Poor
15302,Poor
15303,Poor
15304,Good
15305,Good
15306,Good
15307,Standard
15308,Good
15309,Good
15310,Standard
15311,Standard
15312,Poor
15313,Standard
15314,Poor
15315,Poor
15316,Poor
15317,Poor
15318,Poor
15319,Poor
15320,Standard
15321,Standard
15322,Standard
15323,Poor
15324,Poor
15325,Standard
15326,Poor
15327,Poor
15328,Poor
15329,Poor
15330,Poor
15331,Poor
15332,Standard
15333,Poor
15334,Poor
15335,Poor
15336,Poor
15337,Poor
15338,Poor
15339,Poor
15340,Poor
15341,Poor
15342,Standard
15343,Standard
15344,Poor
15345,Poor
15346,Poor
15347,Poor
15348,Poor
15349,Poor
15350,Poor
15351,Poor
15352,Poor
15353,Standard
15354,Poor
15355,Poor
15356,Poor
15357,Poor
15358,Poor
15359,Poor
15360,Good
15361,Good
15362,Good
15363,Good
15364,Good
15365,Good
15366,Good
15367,Good
15368,Standard
15369,Standard
15370,Good
15371,Standard
15372,Standard
15373,Standard
15374,Good
15375,Standard
15376,Poor
15377,Poor
15378,Standard
15379,Poor
15380,Poor
15381,Poor
15382,Standard
15383,Standard
15384,Poor
15385,Poor
15386,Standard
15387,Poor
15388,Poor
15389,Poor
15390,Standard
15391,Poor
15392,Standard
15393,Standard
15394,Standard
15395,Standard
15396,Standard
15397,Standard
15398,Standard
15399,Standard
15400,Poor
15401,Poor
15402,Poor
15403,Poor
15404,Poor
15405,Poor
15406,Poor
15407,Poor
15408,Standard
15409,Standard
15410,Standard
15411,Standard
15412,Standard
15413,Standard
15414,Standard
15415,Standard
15416,Poor
15417,Poor
15418,Poor
15419,Poor
15420,Poor
15421,Poor
15422,Poor
15423,Poor
15424,Poor
15425,Poor
15426,Poor
15427,Standard
15428,Standard
15429,Standard
15430,Standard
15431,Standard
15432,Standard
15433,Standard
15434,Poor
15435,Poor
15436,Standard
15437,Poor
15438,Poor
15439,Standard
15440,Good
15441,Good
15442,Good
15443,Good
15444,Good
15445,Good
15446,Good
15447,Standard
15448,Poor
15449,Poor
15450,Poor
15451,Standard
15452,Poor
15453,Poor
15454,Poor
15455,Poor
15456,Standard
15457,Standard
15458,Standard
15459,Standard
15460,Standard
15461,Standard
15462,Standard
15463,Standard
15464,Standard
15465,Standard
15466,Standard
15467,Standard
15468,Standard
15469,Standard
15470,Standard
15471,Standard
15472,Good
15473,Good
15474,Good
15475,Good
15476,Good
15477,Good
15478,Good
15479,Good
15480,Poor
15481,Poor
15482,Poor
15483,Poor
15484,Poor
15485,Poor
15486,Poor
15487,Poor
15488,Standard
15489,Standard
15490,Standard
15491,Good
15492,Good
15493,Good
15494,Good
15495,Good
15496,Good
15497,Good
15498,Standard
15499,Good
15500,Good
15501,Good
15502,Good
15503,Good
15504,Good
15505,Standard
15506,Standard
15507,Good
15508,Good
15509,Good
15510,Standard
15511,Standard
15512,Poor
15513,Standard
15514,Poor
15515,Poor
15516,Poor
15517,Poor
15518,Poor
15519,Standard
15520,Good
15521,Good
15522,Good
15523,Standard
15524,Good
15525,Good
15526,Good
15527,Good
15528,Standard
15529,Standard
15530,Standard
15531,Standard
15532,Standard
15533,Standard
15534,Standard
15535,Standard
15536,Good
15537,Good
15538,Good
15539,Good
15540,Good
15541,Good
15542,Good
15543,Standard
15544,Poor
15545,Poor
15546,Poor
15547,Poor
15548,Standard
15549,Standard
15550,Standard
15551,Standard
15552,Good
15553,Standard
15554,Good
15555,Standard
15556,Standard
15557,Standard
15558,Standard
15559,Standard
15560,Standard
15561,Standard
15562,Standard
15563,Standard
15564,Good
15565,Standard
15566,Standard
15567,Standard
15568,Standard
15569,Standard
15570,Standard
15571,Good
15572,Good
15573,Good
15574,Good
15575,Good
15576,Standard
15577,Standard
15578,Standard
15579,Standard
15580,Standard
15581,Standard
15582,Standard
15583,Standard
15584,Standard
15585,Poor
15586,Poor
15587,Poor
15588,Poor
15589,Standard
15590,Poor
15591,Poor
15592,Standard
15593,Standard
15594,Standard
15595,Standard
15596,Standard
15597,Standard
15598,Standard
15599,Standard
15600,Poor
15601,Poor
15602,Standard
15603,Standard
15604,Poor
15605,Poor
15606,Standard
15607,Poor
15608,Standard
15609,Standard
15610,Standard
15611,Good
15612,Good
15613,Standard
15614,Standard
15615,Standard
15616,Standard
15617,Poor
15618,Poor
15619,Poor
15620,Poor
15621,Poor
15622,Standard
15623,Standard
15624,Standard
15625,Standard
15626,Standard
15627,Standard
15628,Standard
15629,Standard
15630,Standard
15631,Standard
15632,Standard
15633,Standard
15634,Standard
15635,Standard
15636,Standard
15637,Standard
15638,Poor
15639,Poor
15640,Standard
15641,Standard
15642,Standard
15643,Poor
15644,Poor
15645,Poor
15646,Standard
15647,Standard
15648,Poor
15649,Poor
15650,Poor
15651,Poor
15652,Poor
15653,Poor
15654,Poor
15655,Poor
15656,Standard
15657,Standard
15658,Standard
15659,Standard
15660,Standard
15661,Standard
15662,Standard
15663,Standard
15664,Standard
15665,Standard
15666,Standard
15667,Standard
15668,Standard
15669,Standard
15670,Standard
15671,Standard
15672,Good
15673,Good
15674,Good
15675,Good
15676,Good
15677,Good
15678,Good
15679,Good
15680,Standard
15681,Standard
15682,Standard
15683,Standard
15684,Standard
15685,Standard
15686,Good
15687,Good
15688,Poor
15689,Poor
15690,Poor
15691,Poor
15692,Poor
15693,Poor
15694,Standard
15695,Poor
15696,Standard
15697,Standard
15698,Standard
15699,Standard
15700,Standard
15701,Standard
15702,Standard
15703,Standard
15704,Standard
15705,Standard
15706,Standard
15707,Standard
15708,Standard
15709,Standard
15710,Standard
15711,Standard
15712,Standard
15713,Standard
15714,Standard
15715,Standard
15716,Standard
15717,Standard
15718,Standard
15719,Standard
15720,Poor
15721,Poor
15722,Poor
15723,Poor
15724,Poor
15725,Poor
15726,Standard
15727,Standard
15728,Good
15729,Good
15730,Good
15731,Good
15732,Good
15733,Good
15734,Good
15735,Good
15736,Standard
15737,Standard
15738,Standard
15739,Standard
15740,Standard
15741,Standard
15742,Standard
15743,Standard
15744,Poor
15745,Poor
15746,Poor
15747,Poor
15748,Poor
15749,Poor
15750,Poor
15751,Poor
15752,Poor
15753,Poor
15754,Poor
15755,Standard
15756,Poor
15757,Poor
15758,Poor
15759,Poor
15760,Standard
15761,Standard
15762,Standard
15763,Standard
15764,Standard
15765,Standard
15766,Standard
15767,Standard
15768,Poor
15769,Poor
15770,Poor
15771,Standard
15772,Standard
15773,Standard
15774,Standard
15775,Standard
15776,Standard
15777,Standard
15778,Standard
15779,Standard
15780,Standard
15781,Standard
15782,Standard
15783,Standard
15784,Standard
15785,Standard
15786,Standard
15787,Standard
15788,Standard
15789,Standard
15790,Standard
15791,Standard
15792,Poor
15793,Poor
15794,Standard
15795,Poor
15796,Poor
15797,Poor
15798,Standard
15799,Poor
15800,Standard
15801,Poor
15802,Standard
15803,Poor
15804,Poor
15805,Poor
15806,Poor
15807,Poor
15808,Standard
15809,Standard
15810,Standard
15811,Standard
15812,Standard
15813,Standard
15814,Standard
15815,Standard
15816,Poor
15817,Poor
15818,Standard
15819,Standard
15820,Poor
15821,Poor
15822,Poor
15823,Poor
15824,Poor
15825,Poor
15826,Standard
15827,Poor
15828,Poor
15829,Poor
15830,Poor
15831,Poor
15832,Poor
15833,Poor
15834,Poor
15835,Standard
15836,Standard
15837,Standard
15838,Poor
15839,Poor
15840,Standard
15841,Standard
15842,Standard
15843,Standard
15844,Standard
15845,Standard
15846,Standard
15847,Standard
15848,Poor
15849,Poor
15850,Poor
15851,Poor
15852,Poor
15853,Poor
15854,Poor
15855,Poor
15856,Standard
15857,Standard
15858,Standard
15859,Standard
15860,Standard
15861,Standard
15862,Poor
15863,Poor
15864,Good
15865,Good
15866,Good
15867,Good
15868,Good
15869,Good
15870,Good
15871,Good
15872,Good
15873,Good
15874,Good
15875,Standard
15876,Standard
15877,Standard
15878,Standard
15879,Standard
15880,Good
15881,Standard
15882,Good
15883,Standard
15884,Standard
15885,Standard
15886,Standard
15887,Standard
15888,Poor
15889,Poor
15890,Poor
15891,Poor
15892,Poor
15893,Poor
15894,Standard
15895,Standard
15896,Good
15897,Good
15898,Good
15899,Good
15900,Good
15901,Good
15902,Good
15903,Good
15904,Standard
15905,Standard
15906,Standard
15907,Standard
15908,Standard
15909,Standard
15910,Standard
15911,Standard
15912,Standard
15913,Standard
15914,Standard
15915,Standard
15916,Standard
15917,Standard
15918,Standard
15919,Standard
15920,Standard
15921,Standard
15922,Standard
15923,Standard
15924,Standard
15925,Standard
15926,Standard
15927,Standard
15928,Poor
15929,Standard
15930,Poor
15931,Poor
15932,Poor
15933,Poor
15934,Poor
15935,Standard
15936,Poor
15937,Poor
15938,Poor
15939,Poor
15940,Poor
15941,Poor
15942,Poor
15943,Poor
15944,Standard
15945,Standard
15946,Standard
15947,Standard
15948,Standard
15949,Standard
15950,Standard
15951,Standard
15952,Poor
15953,Poor
15954,Poor
15955,Poor
15956,Poor
15957,Poor
15958,Poor
15959,Poor
15960,Standard
15961,Standard
15962,Standard
15963,Standard
15964,Good
15965,Standard
15966,Good
15967,Good
15968,Standard
15969,Standard
15970,Standard
15971,Standard
15972,Standard
15973,Standard
15974,Standard
15975,Standard
15976,Standard
15977,Standard
15978,Standard
15979,Standard
15980,Standard
15981,Standard
15982,Poor
15983,Standard
15984,Standard
15985,Standard
15986,Standard
15987,Standard
15988,Standard
15989,Standard
15990,Standard
15991,Standard
15992,Standard
15993,Standard
15994,Standard
15995,Standard
15996,Standard
15997,Standard
15998,Standard
15999,Standard
16000,Good
16001,Good
16002,Good
16003,Good
16004,Good
16005,Standard
16006,Standard
16007,Standard
16008,Standard
16009,Standard
16010,Standard
16011,Standard
16012,Standard
16013,Standard
16014,Standard
16015,Standard
16016,Standard
16017,Standard
16018,Standard
16019,Standard
16020,Standard
16021,Standard
16022,Standard
16023,Standard
16024,Standard
16025,Standard
16026,Standard
16027,Standard
16028,Standard
16029,Standard
16030,Standard
16031,Standard
16032,Good
16033,Good
16034,Good
16035,Good
16036,Good
16037,Good
16038,Good
16039,Good
16040,Good
16041,Good
16042,Good
16043,Standard
16044,Standard
16045,Standard
16046,Standard
16047,Standard
16048,Good
16049,Good
16050,Good
16051,Good
16052,Good
16053,Good
16054,Good
16055,Good
16056,Good
16057,Good
16058,Good
16059,Standard
16060,Standard
16061,Standard
16062,Standard
16063,Standard
16064,Poor
16065,Poor
16066,Poor
16067,Poor
16068,Poor
16069,Standard
16070,Standard
16071,Poor
16072,Standard
16073,Standard
16074,Standard
16075,Standard
16076,Standard
16077,Standard
16078,Standard
16079,Standard
16080,Standard
16081,Good
16082,Standard
16083,Standard
16084,Standard
16085,Good
16086,Standard
16087,Standard
16088,Good
16089,Good
16090,Good
16091,Good
16092,Standard
16093,Good
16094,Good
16095,Good
16096,Standard
16097,Standard
16098,Standard
16099,Standard
16100,Standard
16101,Standard
16102,Poor
16103,Poor
16104,Standard
16105,Standard
16106,Standard
16107,Standard
16108,Standard
16109,Standard
16110,Standard
16111,Standard
16112,Standard
16113,Standard
16114,Standard
16115,Standard
16116,Standard
16117,Standard
16118,Standard
16119,Standard
16120,Standard
16121,Standard
16122,Standard
16123,Standard
16124,Standard
16125,Standard
16126,Standard
16127,Standard
16128,Standard
16129,Poor
16130,Poor
16131,Standard
16132,Poor
16133,Poor
16134,Standard
16135,Poor
16136,Good
16137,Good
16138,Good
16139,Good
16140,Good
16141,Good
16142,Standard
16143,Standard
16144,Good
16145,Standard
16146,Good
16147,Good
16148,Good
16149,Good
16150,Good
16151,Good
16152,Standard
16153,Standard
16154,Standard
16155,Standard
16156,Standard
16157,Standard
16158,Standard
16159,Standard
16160,Standard
16161,Standard
16162,Standard
16163,Standard
16164,Standard
16165,Standard
16166,Standard
16167,Standard
16168,Poor
16169,Poor
16170,Standard
16171,Poor
16172,Poor
16173,Poor
16174,Poor
16175,Poor
16176,Good
16177,Good
16178,Good
16179,Standard
16180,Standard
16181,Standard
16182,Standard
16183,Standard
16184,Good
16185,Good
16186,Good
16187,Good
16188,Good
16189,Good
16190,Good
16191,Standard
16192,Standard
16193,Standard
16194,Standard
16195,Standard
16196,Standard
16197,Standard
16198,Standard
16199,Standard
16200,Standard
16201,Standard
16202,Standard
16203,Standard
16204,Standard
16205,Standard
16206,Standard
16207,Standard
16208,Standard
16209,Standard
16210,Standard
16211,Standard
16212,Standard
16213,Standard
16214,Standard
16215,Standard
16216,Standard
16217,Standard
16218,Standard
16219,Standard
16220,Standard
16221,Standard
16222,Standard
16223,Standard
16224,Standard
16225,Standard
16226,Standard
16227,Standard
16228,Standard
16229,Standard
16230,Standard
16231,Standard
16232,Standard
16233,Standard
16234,Standard
16235,Standard
16236,Standard
16237,Standard
16238,Standard
16239,Standard
16240,Standard
16241,Standard
16242,Standard
16243,Standard
16244,Standard
16245,Standard
16246,Standard
16247,Standard
16248,Poor
16249,Poor
16250,Poor
16251,Poor
16252,Standard
16253,Standard
16254,Poor
16255,Poor
16256,Poor
16257,Standard
16258,Standard
16259,Poor
16260,Poor
16261,Poor
16262,Poor
16263,Poor
16264,Standard
16265,Poor
16266,Poor
16267,Standard
16268,Standard
16269,Standard
16270,Standard
16271,Standard
16272,Standard
16273,Standard
16274,Standard
16275,Poor
16276,Poor
16277,Poor
16278,Poor
16279,Standard
16280,Standard
16281,Standard
16282,Poor
16283,Standard
16284,Standard
16285,Standard
16286,Standard
16287,Standard
16288,Good
16289,Standard
16290,Good
16291,Good
16292,Good
16293,Standard
16294,Standard
16295,Standard
16296,Standard
16297,Standard
16298,Standard
16299,Standard
16300,Standard
16301,Standard
16302,Standard
16303,Standard
16304,Good
16305,Good
16306,Good
16307,Good
16308,Good
16309,Good
16310,Good
16311,Good
16312,Standard
16313,Standard
16314,Standard
16315,Standard
16316,Standard
16317,Standard
16318,Standard
16319,Standard
16320,Poor
16321,Poor
16322,Poor
16323,Poor
16324,Poor
16325,Poor
16326,Poor
16327,Poor
16328,Standard
16329,Poor
16330,Poor
16331,Poor
16332,Poor
16333,Poor
16334,Poor
16335,Poor
16336,Good
16337,Good
16338,Good
16339,Standard
16340,Good
16341,Good
16342,Good
16343,Good
16344,Poor
16345,Poor
16346,Poor
16347,Poor
16348,Poor
16349,Poor
16350,Poor
16351,Poor
16352,Poor
16353,Poor
16354,Poor
16355,Poor
16356,Poor
16357,Poor
16358,Standard
16359,Poor
16360,Poor
16361,Poor
16362,Poor
16363,Standard
16364,Standard
16365,Standard
16366,Poor
16367,Poor
16368,Standard
16369,Standard
16370,Standard
16371,Poor
16372,Poor
16373,Poor
16374,Poor
16375,Poor
16376,Standard
16377,Standard
16378,Standard
16379,Standard
16380,Standard
16381,Standard
16382,Standard
16383,Standard
16384,Good
16385,Standard
16386,Good
16387,Good
16388,Good
16389,Standard
16390,Standard
16391,Good
16392,Standard
16393,Standard
16394,Standard
16395,Standard
16396,Standard
16397,Standard
16398,Standard
16399,Standard
16400,Standard
16401,Standard
16402,Standard
16403,Standard
16404,Standard
16405,Standard
16406,Poor
16407,Poor
16408,Standard
16409,Poor
16410,Poor
16411,Poor
16412,Poor
16413,Poor
16414,Poor
16415,Poor
16416,Poor
16417,Poor
16418,Poor
16419,Poor
16420,Poor
16421,Poor
16422,Poor
16423,Poor
16424,Standard
